cityweather.csv,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
156,13.6393,4.0287,66.83000000000004,24,0,5.59,1611978536
157,-45.4167,167.7167,67.98200000000003,46,0,1.3,1611978089
158,-23.65,-70.4,66.2,77,0,4.63,1611978537
159,2.3,111.8167,80.6,89,40,2.06,1611978537
160,57.6953,93.2761,-23.277999999999963,84,100,2.44,1611978141
161,-33.5906,26.891,66.00200000000008,81,15,3.0,1611977989
162,-11.5714,-77.2672,75.00200000000008,83,0,5.14,1611978538
163,14.35,121.0167,84.2,54,40,7.72,1611978538
164,67.667,12.6934,23.0,74,20,1.03,1611978538
165,69.3833,178.4167,-22.161999999999956,85,100,3.52,1611978538
166,66.0,111.5,-35.895999999999944,80,99,3.67,1611978539
167,73.5069,80.5464,-33.915999999999954,84,96,3.36,1611977891
168,53.9,27.5667,23.0,86,75,4.0,1611978370
169,20.5169,-13.0499,64.65200000000007,27,47,5.17,1611978012
170,-9.6608,20.3916,63.66200000000006,95,88,0.87,1611978541
171,51.3813,1.3862,48.00200000000008,90,100,0.89,1611978155
172,47.6666,-52.7314,28.004000000000055,93,90,9.26,1611978044
173,36.6167,101.7667,22.352000000000075,65,99,1.55,1611978542
174,64.3833,-173.3,-7.671999999999933,81,11,1.49,1611978101
175,60.1247,64.7758,-11.073999999999963,89,100,5.48,1611978542
176,68.2191,-135.0107,-27.39999999999995,68,75,2.57,1611978081
177,-13.275,-50.1628,72.608,87,87,1.17,1611978543
178,46.5333,-87.6335,5.0,85,1,1.92,1611978407
179,23.6667,87.7167,60.8,72,0,3.6,1611978543
180,69.2167,-51.1,-0.39999999999994884,55,0,3.6,1611978010
181,-9.6567,120.2641,81.33800000000005,79,100,5.76,1611978544
182,60.9167,-46.05,42.8,33,75,11.83,1611978544
183,50.9416,-2.6321,46.4,93,75,6.69,1611978544
184,-51.6226,-69.2181,50.0,57,75,7.2,1611978544
185,-14.4667,132.2667,86.0,66,90,5.66,1611978056
186,-20.2078,57.7625,82.99400000000009,89,40,3.6,1611977890
187,57.8,158.6667,-2.505999999999979,91,100,4.13,1611978545
188,34.1667,77.5833,3.5419999999999945,66,0,0.71,1611978045
189,13.2833,-88.55,82.4,47,0,4.63,1611978547
190,-2.6741,141.3028,83.73200000000003,79,100,5.44,1611978547
191,-34.8603,-56.0522,69.00800000000001,82,0,1.54,1611978547
192,57.8406,108.3492,-31.89999999999995,79,35,1.9,1611978548
193,7.5264,-12.505,76.85600000000002,89,2,2.08,1611978548
194,27.2574,33.8129,51.8,46,0,4.12,1611978548
195,51.7102,143.2326,1.6160000000000068,90,100,6.82,1611978548
196,-6.8367,-79.9342,71.47400000000002,79,51,5.73,1611978549
197,70.6333,147.9167,-27.903999999999954,85,100,3.93,1611978009
198,-12.974,40.5178,78.80000000000001,89,75,3.6,1611978549
199,45.4375,40.5756,33.602000000000075,92,98,3.04,1611978550
200,-23.7,133.8833,96.00800000000001,38,74,6.69,1611978026
201,-8.8368,13.2343,78.80000000000001,83,40,3.09,1611978550
202,35.7333,140.8333,44.99600000000005,22,20,10.8,1611977851
203,-28.7667,114.6,100.4,17,0,6.69,1611977807
204,15.1333,-23.2167,73.4,53,0,7.2,1611978551
205,32.6667,-17.1,57.992,76,16,1.79,1611977850
206,64.5667,143.2,-14.205999999999982,80,100,1.69,1611978552
207,-5.1989,-35.4608,77.0,88,40,2.06,1611978083
208,34.6391,-120.4579,44.6,100,1,1.14,1611978552
209,-8.1881,15.375,61.98800000000004,100,100,0.56,1611978552
210,-15.5333,167.1667,83.66000000000008,75,99,5.42,1611978553
211,65.6145,-37.6368,15.8,53,90,9.77,1611978088
212,16.7833,94.7333,86.82800000000006,50,4,2.68,1611978553
213,43.65,0.5833,53.00600000000003,98,99,1.34,1611978553
214,-9.8,-139.0333,78.54800000000003,80,12,7.96,1611977784
215,51.7836,-1.4854,44.6,93,75,2.57,1611978554
216,-6.2222,-57.7528,74.13800000000005,84,61,0.91,1611978554
217,-34.0033,24.7314,55.004000000000055,90,0,0.45,1611977867
218,62.7167,147.95,-22.431999999999967,82,99,1.68,1611978059
219,-18.0607,13.84,68.558,61,95,2.03,1611978555
220,24.6877,46.7219,60.8,31,55,2.57,1611978283
221,65.3667,64.6667,-32.457999999999956,82,100,1.96,1611978032
222,35.5729,53.3971,42.71000000000008,63,75,2.38,1611978555
223,37.5683,126.9778,37.4,56,20,1.03,1611978144
224,16.3333,-15.0,68.81000000000009,21,19,4.47,1611978037
225,68.3499,-133.7218,-27.39999999999995,68,78,0.84,1611978556
226,43.5457,12.6527,46.004000000000055,88,22,0.45,1611978556
227,58.3631,82.8265,-30.963999999999984,83,0,2.35,1611978556
228,49.9358,40.545,32.82800000000007,96,100,6.31,1611978557
229,6.1241,81.1185,80.6,89,20,4.12,1611977944
230,37.1041,-113.5841,37.99400000000007,93,90,3.6,1611978558
231,25.2867,51.5333,68.0,82,0,4.63,1611978560
232,21.4267,39.8261,63.41000000000008,48,0,4.08,1611978561
233,14.8961,-24.4956,74.858,54,98,4.3,1611977854
234,62.0989,126.6992,-40.521999999999935,78,100,0.44,1611978028
235,29.0331,21.5482,53.34800000000003,71,0,4.59,1611978118
236,64.75,177.4833,-20.001999999999974,76,0,3.0,1611978060
237,-11.0833,34.6333,76.19000000000003,68,100,2.34,1611978568
238,50.0163,-125.2446,42.008,100,90,6.17,1611978317
239,-10.1667,123.5833,77.0,100,90,5.14,1611978389
240,14.5333,20.9167,65.89400000000008,25,0,8.29,1611978571
241,78.2186,15.6401,-0.39999999999994884,50,20,10.8,1611977937
242,51.9419,1.2844,42.008,84,100,5.36,1611978318
243,67.8006,130.4114,-32.00799999999995,82,100,0.47,1611978572
244,23.2281,110.8261,73.23800000000006,36,0,1.69,1611978572
245,22.85,82.2,60.78200000000002,31,0,2.56,1611978572
246,69.4865,88.3972,-31.61199999999996,65,2,1.43,1611978037
247,52.6333,29.7333,21.29000000000002,96,100,4.59,1611978573
248,51.9669,12.1396,30.991999999999997,95,100,1.34,1611978573
249,-14.9783,27.0619,63.21200000000006,94,100,1.07,1611978574
250,-13.7,-76.2167,71.6,73,0,3.09,1611978574
251,-2.9701,119.8978,80.34800000000003,69,95,0.72,1611978574
252,43.6125,122.2653,-0.11199999999995924,87,0,3.07,1611978575
253,42.2506,-75.833,8.996000000000048,78,90,1.54,1611977875
254,-29.7833,151.1167,89.00600000000003,39,52,0.89,1611978575
255,-16.7,-151.0167,81.12200000000004,66,85,1.75,1611977873
256,52.5369,62.4936,12.632000000000016,95,100,3.96,1611978575
257,21.2833,-88.9333,66.79400000000007,77,0,3.45,1611978576
258,-15.3972,-42.8664,69.11600000000001,79,37,3.14,1611978576
259,52.6876,35.7667,20.57000000000006,96,91,6.51,1611978576
260,23.5996,58.5507,60.8,59,0,1.03,1611978577
261,-25.2406,130.9889,89.6,33,40,8.23,1611978082
262,-27.4606,-58.9839,75.99199999999999,83,0,3.09,1611978577
263,28.017,-97.5169,66.2,77,90,5.66,1611978069
264,4.423,-7.3528,77.21600000000001,89,0,2.6,1611978578
265,50.0334,-66.8654,10.399999999999999,61,0,3.6,1611978578
266,13.5928,-89.8275,79.41200000000006,50,63,4.67,1611978578
267,7.2424,-70.7324,75.57800000000006,56,23,1.37,1611978578
268,63.7256,8.834,35.6,75,75,6.69,1611978578
269,8.9833,16.3199,66.95600000000003,23,0,2.34,1611978579
270,30.4833,-115.95,55.958000000000006,76,0,3.57,1611978036
271,36.0842,35.9771,35.6,100,40,1.54,1611978579
272,-16.5,-68.15,42.8,81,40,1.54,1611978022
273,-26.6481,15.1594,64.958,53,0,9.54,1611978097
274,12.25,109.1833,80.6,54,0,7.72,1611978395
275,8.5435,-9.471,65.76800000000009,91,0,0.3,1611978580
276,11.9214,109.1591,80.6,50,0,7.2,1611978094
277,-30.8511,-51.8122,72.03200000000001,93,45,1.61,1611978581
278,48.3833,-4.6167,51.8,93,90,9.26,1611978581
279,35.412,-99.4043,50.0,71,40,6.17,1611978581
280,-3.9014,-38.3911,80.6,78,20,5.14,1611978581
281,42.3339,142.3669,32.288000000000046,92,99,10.78,1611978582
282,-0.4139,-65.0192,74.48000000000005,74,75,1.05,1611978583
283,11.1833,40.0167,52.91600000000001,57,0,1.35,1611978584
284,50.3672,137.4996,-1.227999999999966,90,100,2.38,1611978584
285,18.7333,-103.6833,73.54400000000007,72,92,1.01,1611978100
286,66.0833,76.6333,-40.95399999999995,81,3,1.5,1611978353
287,19.8,85.85,71.6,78,20,2.06,1611978302
288,37.4833,141.0,39.992,41,0,0.45,1611978586
289,29.4,79.1167,59.41400000000003,32,0,0.62,1611978586
290,70.0513,24.9718,5.0,85,90,0.34,1611978587
291,-20.3428,57.7575,82.99400000000009,89,40,3.6,1611978092
292,-21.05,31.6667,70.84400000000008,98,1,1.49,1611978588
293,-0.1303,-67.0892,76.5680000000001,80,96,0.44,1611978588
294,-19.6667,22.2667,68.25200000000008,94,87,1.97,1611978102
295,13.0833,109.3,71.9600000000001,81,100,4.48,1611978590
296,-22.9661,-42.0278,76.83800000000005,84,77,11.01,1611978074
297,21.1167,70.1167,67.60400000000006,28,57,4.99,1611978154
298,13.2167,-59.5167,77.0,78,20,5.14,1611978591
299,42.6403,125.5118,5.27000000000006,87,0,4.87,1611978591
300,43.5945,-83.8889,15.998000000000022,79,1,1.54,1611978591
301,46.1777,8.8147,41.0,87,1,3.6,1611978592
302,-46.1333,167.6833,64.79600000000005,49,0,2.96,1611978592
303,43.4065,-124.2243,42.998000000000026,98,100,0.45,1611978062
304,35.1333,140.3,46.4,31,20,6.17,1611978033
305,59.1333,37.9,26.6,93,90,3.0,1611978593
306,7.7669,-72.225,63.48200000000001,76,35,0.69,1611977859
307,64.7507,20.9528,8.599999999999998,92,90,4.12,1611978055
308,-9.3833,-35.8417,75.2,94,75,1.03,1611978593
309,51.095,54.0814,25.682000000000016,98,87,1.62,1611978593
310,54.7183,135.315,-10.60599999999998,88,100,5.46,1611978594
311,39.05,-27.9833,60.044000000000075,83,98,9.25,1611977817
312,11.2126,99.5117,82.99400000000009,83,40,3.09,1611978594
313,18.8333,100.6667,77.0,57,0,3.6,1611978594
314,-37.8333,140.7667,66.2,63,90,5.66,1611978068
315,53.7214,25.4993,15.026000000000089,97,100,3.51,1611978595
316,-21.6403,-41.0511,77.01800000000009,81,18,9.04,1611978119
317,67.6713,53.087,-7.257999999999953,86,100,7.37,1611978596
318,50.6996,-127.4199,42.8,87,90,7.72,1611978099
319,-35.1667,173.1667,67.78399999999999,64,63,1.98,1611977878
320,38.4953,102.1739,30.65,58,0,1.06,1611978597
321,40.4272,71.7189,28.4,54,56,5.14,1611977846
322,-7.0167,113.8667,78.35,86,100,7.81,1611978597
323,54.7909,18.4009,33.008,93,75,2.57,1611978598
324,58.0425,65.2726,7.862000000000055,95,100,3.89,1611978598
325,44.0833,5.1667,39.992,87,0,1.96,1611978599
326,37.3489,-108.5859,33.8,80,90,5.66,1611978599
327,46.6806,113.2792,2.768000000000086,93,84,4.73,1611977924
328,-33.0117,17.9442,65.53399999999999,80,60,4.83,1611978082
329,33.7333,135.3667,44.6,49,40,7.72,1611978601
330,-5.5881,-39.3717,74.96600000000001,84,99,1.33,1611978601
331,-12.7336,45.2042,80.6,83,90,2.06,1611978601
332,32.8663,59.2211,44.6,12,40,6.17,1611978501
333,-0.8667,134.0833,83.40800000000002,64,91,1.73,1611978071
334,13.9553,7.6712,62.52800000000006,25,34,6.0,1611978602
335,67.8557,20.2251,1.3999999999999986,85,90,2.29,1611978602
336,-13.8833,167.55,87.80000000000001,79,90,2.57,1611978602
337,25.7,100.1833,56.87600000000009,37,0,2.89,1611978603
338,33.0185,-80.1757,37.4,60,1,1.76,1611978603
339,-33.8667,121.9,75.2,43,0,6.17,1611978065
340,10.5669,72.642,80.67200000000004,72,13,4.66,1611978603
341,-28.783,32.0377,72.0680000000001,90,69,1.47,1611978073
342,-39.0333,-67.5833,64.4,77,0,1.54,1611978604
343,-5.5569,-80.8222,76.94600000000005,64,84,5.5,1611978604
344,22.8909,-109.9124,68.0,82,1,2.06,1611978389
345,22.1928,-78.9136,71.6,60,75,6.69,1611978604
346,-8.0089,-34.8553,78.80000000000001,69,40,3.6,1611978605
347,27.9054,-15.4461,64.99400000000009,82,20,8.75,1611978605
348,20.7,-105.2,73.00400000000005,94,40,1.03,1611978605
349,65.8167,87.9833,-30.31599999999996,77,93,2.71,1611978605
350,33.7333,135.9833,44.6,49,40,7.72,1611978606
351,-2.0226,147.2712,83.48000000000005,80,100,4.16,1611977870
352,70.0167,135.6,-38.37999999999994,79,100,0.38,1611978606
353,-20.4081,57.7,78.80000000000001,89,40,3.6,1611977791
354,13.35,-15.75,68.43200000000002,20,0,2.16,1611978607
355,50.7,6.4833,44.00600000000003,93,75,4.12,1611978607
356,62.2266,-6.589,33.8,64,75,2.06,1611978607
357,8.0,-66.0,77.50400000000005,66,68,7.85,1611978607
358,62.1535,45.1175,19.058000000000003,97,100,3.17,1611978608
359,-5.3582,104.9744,84.27200000000005,68,52,3.16,1611978608
360,53.9599,81.2093,16.304000000000052,97,100,1.96,1611978608
361,39.9509,48.8994,40.85600000000003,90,100,1.6,1611978608
362,-10.6167,150.6667,84.18200000000002,74,100,2.46,1611978609
363,-45.8742,170.5036,55.004000000000055,72,10,5.36,1611978609
364,-10.0,38.9833,71.58200000000002,97,100,1.52,1611978609
365,63.2842,118.3319,-41.457999999999956,78,100,1.24,1611978610
366,24.4058,109.6086,62.906000000000034,39,84,1.27,1611978610
367,10.2849,22.7882,69.13399999999999,23,21,5.51,1611978610
368,-30.4,27.7003,59.846000000000046,61,0,0.97,1611978611
369,-45.8667,-67.5,51.8,71,0,2.14,1611978551
370,26.75,95.1,64.23800000000006,68,0,1.45,1611978611
371,59.7,150.1667,-12.171999999999933,79,45,5.79,1611978611
372,-28.65,153.6167,86.0,65,40,6.17,1611978304
373,-19.55,169.2667,87.80000000000001,62,40,5.14,1611978612
374,60.3778,92.6267,-35.08599999999997,78,75,1.69,1611978612
375,14.0351,-83.3888,73.94000000000003,85,2,4.61,1611978612
376,53.2085,34.6641,24.8,86,90,5.0,1611978613
377,60.7253,114.9278,-38.37999999999994,76,74,1.74,1611978613
378,45.6834,5.9224,42.998000000000026,87,0,4.12,1611978613
379,57.0531,-135.33,39.2,48,90,7.2,1611978613
380,-3.6954,128.1814,91.4,58,40,3.09,1611978614
381,41.7597,86.1469,27.86000000000008,76,0,2.25,1611978614
382,24.8,125.2833,64.4,52,40,4.63,1611978615
383,50.3557,44.1168,33.36800000000009,93,100,9.06,1611978615
384,51.1,66.3167,16.28600000000007,92,79,4.94,1611978615
385,40.8021,-124.1637,48.00200000000008,70,100,1.34,1611978616
386,15.435,119.9045,81.14000000000001,54,13,0.37,1611978617
387,-34.6534,-58.6198,77.0,79,0,0.89,1611978327
388,35.8668,47.6051,28.994000000000074,97,28,3.98,1611978617
389,7.9986,124.2928,80.00600000000003,80,92,2.68,1611978617
390,54.2797,-0.4044,37.004000000000055,79,100,3.13,1611978617
391,-8.9266,125.4092,64.68800000000005,100,100,2.2,1611978618
392,8.4596,25.678,63.14000000000002,27,100,2.42,1611978618
393,41.7911,-107.2387,33.8,51,75,2.06,1611978618
394,45.9339,133.7225,-10.33599999999997,85,43,1.05,1611978619
395,70.9821,25.9704,24.638000000000044,92,99,5.72,1611978619
396,33.194,-82.5271,33.8,86,1,2.17,1611978619
397,39.3117,26.3339,51.8,71,75,9.77,1611978619
398,17.9583,-102.2,75.47000000000006,77,100,1.33,1611978620
399,64.8378,-147.7164,1.004000000000051,77,1,1.07,1611978621
400,5.6592,-53.7767,76.6760000000001,89,92,6.08,1611978621
401,-15.9169,-46.1056,70.934,73,35,0.73,1611978621
402,55.0667,-117.2859,10.399999999999999,72,0,2.06,1611978623
403,46.4856,135.8833,-4.899999999999949,87,99,2.03,1611978625
404,40.626,14.3744,55.99400000000007,94,18,2.68,1611978415
405,68.0531,39.5131,9.08600000000007,94,100,7.45,1611978627
406,5.5577,95.3222,83.15600000000003,71,99,7.62,1611978628
407,9.4942,50.8122,73.38200000000002,73,27,5.28,1611978628
408,71.6872,128.8694,-29.793999999999976,85,100,2.41,1611978629
409,20.9,70.3667,70.98800000000006,25,76,5.78,1611978630
410,-17.7333,-149.15,82.4,65,75,2.57,1611978631
411,25.5198,90.2201,68.64800000000002,36,0,1.54,1611978632
412,18.5667,-97.4333,51.944000000000074,90,96,2.63,1611978633
413,59.3833,143.3,-5.7099999999999795,85,0,4.56,1611978633
414,26.0,92.8667,69.22400000000002,53,2,0.54,1611978633
415,-6.3655,31.0409,63.21200000000006,91,100,0.14,1611978634
416,-5.6667,132.75,83.26400000000004,78,92,7.42,1611978634
417,31.3271,-89.2903,42.008,87,1,2.06,1611978506
418,41.1415,-73.3579,17.6,45,1,5.66,1611978634
419,-15.1961,12.1522,73.61600000000001,78,100,3.77,1611978635
420,-12.5211,-76.7372,75.00200000000008,83,0,5.14,1611978635
421,34.37,73.4711,50.12600000000009,38,0,2.27,1611978636
422,51.2518,9.4075,37.4,87,100,7.72,1611978636
423,-10.3353,-67.1856,74.26400000000004,95,95,1.13,1611978636
424,28.6585,-17.9182,62.99600000000005,82,20,2.57,1611978636
425,54.3268,-2.7476,39.00200000000008,87,100,2.68,1611978637
426,44.9497,12.3245,37.99400000000007,86,6,1.03,1611978637
427,53.2542,83.6936,17.6,86,75,5.0,1611978637
